"","x1","x2"
"78",57500.0000000002,6008014.17991319
"79",62500.0000000002,6008014.17991319
"80",67500.0000000002,6008014.17991319
"81",72500.0000000002,6008014.17991319
"82",77500.0000000002,6008014.17991319
"83",82500.0000000002,6008014.17991319
"84",87500.0000000002,6008014.17991319
"85",92500.0000000002,6008014.17991319
"86",97500.0000000002,6008014.17991319
"87",102500,6008014.17991319
"88",107500,6008014.17991319
"89",112500,6008014.17991319
"90",117500,6008014.17991319
"91",122500,6008014.17991319
"92",127500,6008014.17991319
"93",132500,6008014.17991319
"94",137500,6008014.17991319
"95",142500,6008014.17991319
"96",147500,6008014.17991319
"97",152500,6008014.17991319
"98",157500,6008014.17991319
"99",162500,6008014.17991319
"100",167500,6008014.17991319
"101",172500,6008014.17991319
"102",177500,6008014.17991319
"103",182500,6008014.17991319
"104",187500,6008014.17991319
"105",192500,6008014.17991319
"106",197500,6008014.17991319
"107",202500,6008014.17991319
"108",207500,6008014.17991319
"109",212500,6008014.17991319
"110",217500,6008014.17991319
"111",222500,6008014.17991319
"112",227500,6008014.17991319
"113",232500,6008014.17991319
"114",237500,6008014.17991319
"115",242500,6008014.17991319
"116",247500,6008014.17991319
"117",252500,6008014.17991319
"118",257500,6008014.17991319
"119",262500,6008014.17991319
"120",267500,6008014.17991319
"121",272500,6008014.17991319
"122",277500,6008014.17991319
"123",282500,6008014.17991319
"124",287500,6008014.17991319
"125",292500,6008014.17991319
"126",297500,6008014.17991319
"127",302500,6008014.17991319
"128",307500,6008014.17991319
"129",312500,6008014.17991319
"130",317500,6008014.17991319
"131",322500,6008014.17991319
"132",327500,6008014.17991319
"133",-327500,6013014.17991319
"134",-322500,6013014.17991319
"135",-317500,6013014.17991319
"136",-312500,6013014.17991319
"137",-307500,6013014.17991319
"138",-302500,6013014.17991319
"139",-297500,6013014.17991319
"140",-292500,6013014.17991319
"141",-287500,6013014.17991319
"142",-282500,6013014.17991319
"143",-277500,6013014.17991319
"144",-272500,6013014.17991319
"145",-267500,6013014.17991319
"146",-262500,6013014.17991319
"147",-257500,6013014.17991319
"148",-252500,6013014.17991319
"149",-247500,6013014.17991319
"150",-242500,6013014.17991319
"151",-237500,6013014.17991319
"152",-232500,6013014.17991319
"153",-227500,6013014.17991319
"154",-222500,6013014.17991319
"155",-217500,6013014.17991319
"156",-212500,6013014.17991319
"157",-207500,6013014.17991319
"158",-202500,6013014.17991319
"159",-197500,6013014.17991319
"160",-192500,6013014.17991319
"161",-187500,6013014.17991319
"162",-182500,6013014.17991319
"163",-177500,6013014.17991319
"164",-172500,6013014.17991319
"165",-167500,6013014.17991319
"166",-162500,6013014.17991319
"167",-157500,6013014.17991319
"168",-152500,6013014.17991319
"169",-147500,6013014.17991319
"170",-142500,6013014.17991319
"171",-137500,6013014.17991319
"172",-132500,6013014.17991319
"173",-127500,6013014.17991319
"174",-122500,6013014.17991319
"175",-117500,6013014.17991319
"176",-112500,6013014.17991319
"177",-107500,6013014.17991319
"178",-102500,6013014.17991319
"179",-97499.9999999998,6013014.17991319
"180",-92499.9999999998,6013014.17991319
"181",-87499.9999999998,6013014.17991319
"182",-82499.9999999998,6013014.17991319
"183",-77499.9999999998,6013014.17991319
"184",-72499.9999999998,6013014.17991319
"185",-67499.9999999998,6013014.17991319
"186",-62499.9999999998,6013014.17991319
"187",-57499.9999999998,6013014.17991319
"188",-52499.9999999998,6013014.17991319
"189",-47499.9999999998,6013014.17991319
"190",-42499.9999999998,6013014.17991319
"191",-37499.9999999998,6013014.17991319
"192",-32499.9999999998,6013014.17991319
"193",-27499.9999999998,6013014.17991319
"194",-22499.9999999998,6013014.17991319
"195",-17499.9999999998,6013014.17991319
"196",-12499.9999999998,6013014.17991319
"197",-7499.99999999977,6013014.17991319
"198",-2499.99999999977,6013014.17991319
"199",2500.00000000023,6013014.17991319
"200",7500.00000000023,6013014.17991319
"201",12500.0000000002,6013014.17991319
"202",17500.0000000002,6013014.17991319
"203",22500.0000000002,6013014.17991319
"204",27500.0000000002,6013014.17991319
"205",32500.0000000002,6013014.17991319
"206",37500.0000000002,6013014.17991319
"207",42500.0000000002,6013014.17991319
"208",47500.0000000002,6013014.17991319
"209",52500.0000000002,6013014.17991319
"210",57500.0000000002,6013014.17991319
"211",62500.0000000002,6013014.17991319
"212",67500.0000000002,6013014.17991319
"213",72500.0000000002,6013014.17991319
"214",77500.0000000002,6013014.17991319
"215",82500.0000000002,6013014.17991319
"216",87500.0000000002,6013014.17991319
"217",92500.0000000002,6013014.17991319
"218",97500.0000000002,6013014.17991319
"219",102500,6013014.17991319
"220",107500,6013014.17991319
"221",112500,6013014.17991319
"222",117500,6013014.17991319
"223",122500,6013014.17991319
"224",127500,6013014.17991319
"225",132500,6013014.17991319
"226",137500,6013014.17991319
"227",142500,6013014.17991319
"228",147500,6013014.17991319
"229",152500,6013014.17991319
"230",157500,6013014.17991319
"231",162500,6013014.17991319
"232",167500,6013014.17991319
"233",172500,6013014.17991319
"234",177500,6013014.17991319
"235",182500,6013014.17991319
"236",187500,6013014.17991319
"237",192500,6013014.17991319
"238",197500,6013014.17991319
"239",202500,6013014.17991319
"240",207500,6013014.17991319
"241",212500,6013014.17991319
"242",217500,6013014.17991319
"243",222500,6013014.17991319
"244",227500,6013014.17991319
"245",232500,6013014.17991319
"246",237500,6013014.17991319
"247",242500,6013014.17991319
"248",247500,6013014.17991319
"249",252500,6013014.17991319
"250",257500,6013014.17991319
"251",262500,6013014.17991319
"252",267500,6013014.17991319
"253",272500,6013014.17991319
"254",277500,6013014.17991319
"255",282500,6013014.17991319
"256",287500,6013014.17991319
"257",292500,6013014.17991319
"258",297500,6013014.17991319
"259",302500,6013014.17991319
"260",307500,6013014.17991319
"261",312500,6013014.17991319
"262",317500,6013014.17991319
"263",322500,6013014.17991319
"264",327500,6013014.17991319
"265",-327500,6018014.17991319
"266",-322500,6018014.17991319
"267",-317500,6018014.17991319
"268",-312500,6018014.17991319
"269",-307500,6018014.17991319
"270",-302500,6018014.17991319
"271",-297500,6018014.17991319
"272",-292500,6018014.17991319
"273",-287500,6018014.17991319
"274",-282500,6018014.17991319
"275",-277500,6018014.17991319
"276",-272500,6018014.17991319
"277",-267500,6018014.17991319
"278",-262500,6018014.17991319
"279",-257500,6018014.17991319
"280",-252500,6018014.17991319
"281",-247500,6018014.17991319
"282",-242500,6018014.17991319
"283",-237500,6018014.17991319
"284",-232500,6018014.17991319
"285",-227500,6018014.17991319
"286",-222500,6018014.17991319
"287",-217500,6018014.17991319
"288",-212500,6018014.17991319
"289",-207500,6018014.17991319
"290",-202500,6018014.17991319
"291",-197500,6018014.17991319
"292",-192500,6018014.17991319
"293",-187500,6018014.17991319
"294",-182500,6018014.17991319
"295",-177500,6018014.17991319
"296",-172500,6018014.17991319
"297",-167500,6018014.17991319
"298",-162500,6018014.17991319
"299",-157500,6018014.17991319
"300",-152500,6018014.17991319
"301",-147500,6018014.17991319
"302",-142500,6018014.17991319
"303",-137500,6018014.17991319
"304",-132500,6018014.17991319
"305",-127500,6018014.17991319
"306",-122500,6018014.17991319
"307",-117500,6018014.17991319
"308",-112500,6018014.17991319
"309",-107500,6018014.17991319
"310",-102500,6018014.17991319
"311",-97499.9999999998,6018014.17991319
"312",-92499.9999999998,6018014.17991319
"313",-87499.9999999998,6018014.17991319
"314",-82499.9999999998,6018014.17991319
"315",-77499.9999999998,6018014.17991319
"316",-72499.9999999998,6018014.17991319
"317",-67499.9999999998,6018014.17991319
"318",-62499.9999999998,6018014.17991319
"319",-57499.9999999998,6018014.17991319
"320",-52499.9999999998,6018014.17991319
"321",-47499.9999999998,6018014.17991319
"322",-42499.9999999998,6018014.17991319
"323",-37499.9999999998,6018014.17991319
"324",-32499.9999999998,6018014.17991319
"325",-27499.9999999998,6018014.17991319
"326",-22499.9999999998,6018014.17991319
"327",-17499.9999999998,6018014.17991319
"328",-12499.9999999998,6018014.17991319
"329",-7499.99999999977,6018014.17991319
"330",-2499.99999999977,6018014.17991319
"331",2500.00000000023,6018014.17991319
"332",7500.00000000023,6018014.17991319
"333",12500.0000000002,6018014.17991319
"334",17500.0000000002,6018014.17991319
"335",22500.0000000002,6018014.17991319
"336",27500.0000000002,6018014.17991319
"337",32500.0000000002,6018014.17991319
"338",37500.0000000002,6018014.17991319
"339",42500.0000000002,6018014.17991319
"340",47500.0000000002,6018014.17991319
"341",52500.0000000002,6018014.17991319
"342",57500.0000000002,6018014.17991319
"343",62500.0000000002,6018014.17991319
"344",67500.0000000002,6018014.17991319
"345",72500.0000000002,6018014.17991319
"346",77500.0000000002,6018014.17991319
"347",82500.0000000002,6018014.17991319
"348",87500.0000000002,6018014.17991319
"349",92500.0000000002,6018014.17991319
"350",97500.0000000002,6018014.17991319
"351",102500,6018014.17991319
"352",107500,6018014.17991319
"353",112500,6018014.17991319
"354",117500,6018014.17991319
"355",122500,6018014.17991319
"356",127500,6018014.17991319
"357",132500,6018014.17991319
"358",137500,6018014.17991319
"359",142500,6018014.17991319
"360",147500,6018014.17991319
"361",152500,6018014.17991319
"362",157500,6018014.17991319
"363",162500,6018014.17991319
"364",167500,6018014.17991319
"365",172500,6018014.17991319
"366",177500,6018014.17991319
"367",182500,6018014.17991319
"368",187500,6018014.17991319
"369",192500,6018014.17991319
"370",197500,6018014.17991319
"371",202500,6018014.17991319
"372",207500,6018014.17991319
"373",212500,6018014.17991319
"374",217500,6018014.17991319
"375",222500,6018014.17991319
"376",227500,6018014.17991319
"377",232500,6018014.17991319
"378",237500,6018014.17991319
"379",242500,6018014.17991319
"380",247500,6018014.17991319
"381",252500,6018014.17991319
"382",257500,6018014.17991319
"383",262500,6018014.17991319
"384",267500,6018014.17991319
"385",272500,6018014.17991319
"386",277500,6018014.17991319
"387",282500,6018014.17991319
"388",287500,6018014.17991319
"389",292500,6018014.17991319
"390",297500,6018014.17991319
"391",302500,6018014.17991319
"392",307500,6018014.17991319
"393",312500,6018014.17991319
"394",317500,6018014.17991319
"395",322500,6018014.17991319
"396",327500,6018014.17991319
"397",-327500,6023014.17991319
"398",-322500,6023014.17991319
"399",-317500,6023014.17991319
"400",-312500,6023014.17991319
"401",-307500,6023014.17991319
"402",-302500,6023014.17991319
"403",-297500,6023014.17991319
"404",-292500,6023014.17991319
"405",-287500,6023014.17991319
"406",-282500,6023014.17991319
"407",-277500,6023014.17991319
"408",-272500,6023014.17991319
"409",-267500,6023014.17991319
"410",-262500,6023014.17991319
"411",-257500,6023014.17991319
"412",-252500,6023014.17991319
"413",-247500,6023014.17991319
"414",-242500,6023014.17991319
"415",-237500,6023014.17991319
"416",-232500,6023014.17991319
"417",-227500,6023014.17991319
"418",-222500,6023014.17991319
"419",-217500,6023014.17991319
"420",-212500,6023014.17991319
"421",-207500,6023014.17991319
"422",-202500,6023014.17991319
"423",-197500,6023014.17991319
"424",-192500,6023014.17991319
"425",-187500,6023014.17991319
"426",-182500,6023014.17991319
"427",-177500,6023014.17991319
"428",-172500,6023014.17991319
"429",-167500,6023014.17991319
"430",-162500,6023014.17991319
"431",-157500,6023014.17991319
"432",-152500,6023014.17991319
"433",-147500,6023014.17991319
"434",-142500,6023014.17991319
"435",-137500,6023014.17991319
"436",-132500,6023014.17991319
"437",-127500,6023014.17991319
"438",-122500,6023014.17991319
"439",-117500,6023014.17991319
"440",-112500,6023014.17991319
"441",-107500,6023014.17991319
"442",-102500,6023014.17991319
"443",-97499.9999999998,6023014.17991319
"444",-92499.9999999998,6023014.17991319
"445",-87499.9999999998,6023014.17991319
"446",-82499.9999999998,6023014.17991319
"447",-77499.9999999998,6023014.17991319
"448",-72499.9999999998,6023014.17991319
"449",-67499.9999999998,6023014.17991319
"450",-62499.9999999998,6023014.17991319
"451",-57499.9999999998,6023014.17991319
"452",-52499.9999999998,6023014.17991319
"453",-47499.9999999998,6023014.17991319
"454",-42499.9999999998,6023014.17991319
"455",-37499.9999999998,6023014.17991319
"456",-32499.9999999998,6023014.17991319
"457",-27499.9999999998,6023014.17991319
"458",-22499.9999999998,6023014.17991319
"459",-17499.9999999998,6023014.17991319
"460",-12499.9999999998,6023014.17991319
"461",-7499.99999999977,6023014.17991319
"462",-2499.99999999977,6023014.17991319
"463",2500.00000000023,6023014.17991319
"464",7500.00000000023,6023014.17991319
"465",12500.0000000002,6023014.17991319
"466",17500.0000000002,6023014.17991319
"467",22500.0000000002,6023014.17991319
"468",27500.0000000002,6023014.17991319
"469",32500.0000000002,6023014.17991319
"470",37500.0000000002,6023014.17991319
"471",42500.0000000002,6023014.17991319
"472",47500.0000000002,6023014.17991319
"473",52500.0000000002,6023014.17991319
"474",57500.0000000002,6023014.17991319
"475",62500.0000000002,6023014.17991319
"476",67500.0000000002,6023014.17991319
"477",72500.0000000002,6023014.17991319
"478",77500.0000000002,6023014.17991319
"479",82500.0000000002,6023014.17991319
"480",87500.0000000002,6023014.17991319
"481",92500.0000000002,6023014.17991319
"482",97500.0000000002,6023014.17991319
"483",102500,6023014.17991319
"484",107500,6023014.17991319
"485",112500,6023014.17991319
"486",117500,6023014.17991319
"487",122500,6023014.17991319
"488",127500,6023014.17991319
"489",132500,6023014.17991319
"490",137500,6023014.17991319
"491",142500,6023014.17991319
"492",147500,6023014.17991319
"493",152500,6023014.17991319
"494",157500,6023014.17991319
"495",162500,6023014.17991319
"496",167500,6023014.17991319
"497",172500,6023014.17991319
"498",177500,6023014.17991319
"499",182500,6023014.17991319
"500",187500,6023014.17991319
"501",192500,6023014.17991319
"502",197500,6023014.17991319
"503",202500,6023014.17991319
"504",207500,6023014.17991319
"505",212500,6023014.17991319
"506",217500,6023014.17991319
"507",222500,6023014.17991319
"508",227500,6023014.17991319
"509",232500,6023014.17991319
"510",237500,6023014.17991319
"511",242500,6023014.17991319
"512",247500,6023014.17991319
"513",252500,6023014.17991319
"514",257500,6023014.17991319
"515",262500,6023014.17991319
"516",267500,6023014.17991319
"517",272500,6023014.17991319
"518",277500,6023014.17991319
"519",282500,6023014.17991319
"520",287500,6023014.17991319
"521",292500,6023014.17991319
"522",297500,6023014.17991319
"523",302500,6023014.17991319
"524",307500,6023014.17991319
"525",312500,6023014.17991319
"526",317500,6023014.17991319
"527",322500,6023014.17991319
"528",327500,6023014.17991319
"529",-327500,6028014.17991319
"530",-322500,6028014.17991319
"531",-317500,6028014.17991319
"532",-312500,6028014.17991319
"533",-307500,6028014.17991319
"534",-302500,6028014.17991319
"535",-297500,6028014.17991319
"536",-292500,6028014.17991319
"537",-287500,6028014.17991319
"538",-282500,6028014.17991319
"539",-277500,6028014.17991319
"540",-272500,6028014.17991319
"541",-267500,6028014.17991319
"542",-262500,6028014.17991319
"543",-257500,6028014.17991319
"544",-252500,6028014.17991319
"545",-247500,6028014.17991319
"546",-242500,6028014.17991319
"547",-237500,6028014.17991319
"548",-232500,6028014.17991319
"549",-227500,6028014.17991319
"550",-222500,6028014.17991319
"551",-217500,6028014.17991319
"552",-212500,6028014.17991319
"553",-207500,6028014.17991319
"554",-202500,6028014.17991319
"555",-197500,6028014.17991319
"556",-192500,6028014.17991319
"557",-187500,6028014.17991319
"558",-182500,6028014.17991319
"559",-177500,6028014.17991319
"560",-172500,6028014.17991319
"561",-167500,6028014.17991319
"562",-162500,6028014.17991319
"563",-157500,6028014.17991319
"564",-152500,6028014.17991319
"565",-147500,6028014.17991319
"566",-142500,6028014.17991319
"567",-137500,6028014.17991319
"568",-132500,6028014.17991319
"569",-127500,6028014.17991319
"570",-122500,6028014.17991319
"571",-117500,6028014.17991319
"572",-112500,6028014.17991319
"573",-107500,6028014.17991319
"574",-102500,6028014.17991319
"575",-97499.9999999998,6028014.17991319
"576",-92499.9999999998,6028014.17991319
"577",-87499.9999999998,6028014.17991319
"578",-82499.9999999998,6028014.17991319
"579",-77499.9999999998,6028014.17991319
"580",-72499.9999999998,6028014.17991319
"581",-67499.9999999998,6028014.17991319
"582",-62499.9999999998,6028014.17991319
"583",-57499.9999999998,6028014.17991319
"584",-52499.9999999998,6028014.17991319
"585",-47499.9999999998,6028014.17991319
"586",-42499.9999999998,6028014.17991319
"587",-37499.9999999998,6028014.17991319
"588",-32499.9999999998,6028014.17991319
"589",-27499.9999999998,6028014.17991319
"590",-22499.9999999998,6028014.17991319
"591",-17499.9999999998,6028014.17991319
"592",-12499.9999999998,6028014.17991319
"593",-7499.99999999977,6028014.17991319
"594",-2499.99999999977,6028014.17991319
"595",2500.00000000023,6028014.17991319
"596",7500.00000000023,6028014.17991319
"597",12500.0000000002,6028014.17991319
"598",17500.0000000002,6028014.17991319
"599",22500.0000000002,6028014.17991319
"600",27500.0000000002,6028014.17991319
"601",32500.0000000002,6028014.17991319
"602",37500.0000000002,6028014.17991319
"603",42500.0000000002,6028014.17991319
"604",47500.0000000002,6028014.17991319
"605",52500.0000000002,6028014.17991319
"606",57500.0000000002,6028014.17991319
"607",62500.0000000002,6028014.17991319
"608",67500.0000000002,6028014.17991319
"609",72500.0000000002,6028014.17991319
"610",77500.0000000002,6028014.17991319
"611",82500.0000000002,6028014.17991319
"612",87500.0000000002,6028014.17991319
"613",92500.0000000002,6028014.17991319
"614",97500.0000000002,6028014.17991319
"615",102500,6028014.17991319
"616",107500,6028014.17991319
"617",112500,6028014.17991319
"618",117500,6028014.17991319
"619",122500,6028014.17991319
"620",127500,6028014.17991319
"621",132500,6028014.17991319
"622",137500,6028014.17991319
"623",142500,6028014.17991319
"624",147500,6028014.17991319
"625",152500,6028014.17991319
"626",157500,6028014.17991319
"627",162500,6028014.17991319
"628",167500,6028014.17991319
"629",172500,6028014.17991319
"630",177500,6028014.17991319
"631",182500,6028014.17991319
"632",187500,6028014.17991319
"633",192500,6028014.17991319
"634",197500,6028014.17991319
"635",202500,6028014.17991319
"636",207500,6028014.17991319
"637",212500,6028014.17991319
"638",217500,6028014.17991319
"639",222500,6028014.17991319
"640",227500,6028014.17991319
"641",232500,6028014.17991319
"642",237500,6028014.17991319
"643",242500,6028014.17991319
"644",247500,6028014.17991319
"645",252500,6028014.17991319
"646",257500,6028014.17991319
"647",262500,6028014.17991319
"648",267500,6028014.17991319
"649",272500,6028014.17991319
"650",277500,6028014.17991319
"651",282500,6028014.17991319
"652",287500,6028014.17991319
"653",292500,6028014.17991319
"654",297500,6028014.17991319
"655",302500,6028014.17991319
"656",307500,6028014.17991319
"657",312500,6028014.17991319
"658",317500,6028014.17991319
"659",322500,6028014.17991319
"660",327500,6028014.17991319
"661",-327500,6033014.17991319
"662",-322500,6033014.17991319
"663",-317500,6033014.17991319
"664",-312500,6033014.17991319
"665",-307500,6033014.17991319
"666",-302500,6033014.17991319
"667",-297500,6033014.17991319
"668",-292500,6033014.17991319
"669",-287500,6033014.17991319
"670",-282500,6033014.17991319
"671",-277500,6033014.17991319
"672",-272500,6033014.17991319
"673",-267500,6033014.17991319
"674",-262500,6033014.17991319
"675",-257500,6033014.17991319
"676",-252500,6033014.17991319
"677",-247500,6033014.17991319
"678",-242500,6033014.17991319
"679",-237500,6033014.17991319
"680",-232500,6033014.17991319
"681",-227500,6033014.17991319
"682",-222500,6033014.17991319
"683",-217500,6033014.17991319
"684",-212500,6033014.17991319
"685",-207500,6033014.17991319
"686",-202500,6033014.17991319
"687",-197500,6033014.17991319
"688",-192500,6033014.17991319
"689",-187500,6033014.17991319
"690",-182500,6033014.17991319
"691",-177500,6033014.17991319
"692",-172500,6033014.17991319
"693",-167500,6033014.17991319
"694",-162500,6033014.17991319
"695",-157500,6033014.17991319
"696",-152500,6033014.17991319
"697",-147500,6033014.17991319
"698",-142500,6033014.17991319
"699",-137500,6033014.17991319
"700",-132500,6033014.17991319
"701",-127500,6033014.17991319
"702",-122500,6033014.17991319
"703",-117500,6033014.17991319
"704",-112500,6033014.17991319
"705",-107500,6033014.17991319
"706",-102500,6033014.17991319
"707",-97499.9999999998,6033014.17991319
"708",-92499.9999999998,6033014.17991319
"709",-87499.9999999998,6033014.17991319
"710",-82499.9999999998,6033014.17991319
"711",-77499.9999999998,6033014.17991319
"712",-72499.9999999998,6033014.17991319
"713",-67499.9999999998,6033014.17991319
"714",-62499.9999999998,6033014.17991319
"715",-57499.9999999998,6033014.17991319
"716",-52499.9999999998,6033014.17991319
"717",-47499.9999999998,6033014.17991319
"718",-42499.9999999998,6033014.17991319
"719",-37499.9999999998,6033014.17991319
"720",-32499.9999999998,6033014.17991319
"721",-27499.9999999998,6033014.17991319
"722",-22499.9999999998,6033014.17991319
"723",-17499.9999999998,6033014.17991319
"724",-12499.9999999998,6033014.17991319
"725",-7499.99999999977,6033014.17991319
"726",-2499.99999999977,6033014.17991319
"727",2500.00000000023,6033014.17991319
"728",7500.00000000023,6033014.17991319
"729",12500.0000000002,6033014.17991319
"730",17500.0000000002,6033014.17991319
"731",22500.0000000002,6033014.17991319
"732",27500.0000000002,6033014.17991319
"733",32500.0000000002,6033014.17991319
"734",37500.0000000002,6033014.17991319
"735",42500.0000000002,6033014.17991319
"736",47500.0000000002,6033014.17991319
"737",52500.0000000002,6033014.17991319
"738",57500.0000000002,6033014.17991319
"739",62500.0000000002,6033014.17991319
"740",67500.0000000002,6033014.17991319
"741",72500.0000000002,6033014.17991319
"742",77500.0000000002,6033014.17991319
"743",82500.0000000002,6033014.17991319
"744",87500.0000000002,6033014.17991319
"745",92500.0000000002,6033014.17991319
"746",97500.0000000002,6033014.17991319
"747",102500,6033014.17991319
"748",107500,6033014.17991319
"749",112500,6033014.17991319
"750",117500,6033014.17991319
"751",122500,6033014.17991319
"752",127500,6033014.17991319
"753",132500,6033014.17991319
"754",137500,6033014.17991319
"755",142500,6033014.17991319
"756",147500,6033014.17991319
"757",152500,6033014.17991319
"758",157500,6033014.17991319
"759",162500,6033014.17991319
"760",167500,6033014.17991319
"761",172500,6033014.17991319
"762",177500,6033014.17991319
"763",182500,6033014.17991319
"764",187500,6033014.17991319
"765",192500,6033014.17991319
"766",197500,6033014.17991319
"767",202500,6033014.17991319
"768",207500,6033014.17991319
"769",212500,6033014.17991319
"770",217500,6033014.17991319
"771",222500,6033014.17991319
"772",227500,6033014.17991319
"773",232500,6033014.17991319
"774",237500,6033014.17991319
"775",242500,6033014.17991319
"776",247500,6033014.17991319
"777",252500,6033014.17991319
"778",257500,6033014.17991319
"779",262500,6033014.17991319
"780",267500,6033014.17991319
"781",272500,6033014.17991319
"782",277500,6033014.17991319
"783",282500,6033014.17991319
"784",287500,6033014.17991319
"785",292500,6033014.17991319
"786",297500,6033014.17991319
"787",302500,6033014.17991319
"788",307500,6033014.17991319
"789",312500,6033014.17991319
"790",317500,6033014.17991319
"791",322500,6033014.17991319
"792",327500,6033014.17991319
"793",-327500,6038014.17991319
"794",-322500,6038014.17991319
"795",-317500,6038014.17991319
"796",-312500,6038014.17991319
"797",-307500,6038014.17991319
"798",-302500,6038014.17991319
"799",-297500,6038014.17991319
"800",-292500,6038014.17991319
"801",-287500,6038014.17991319
"802",-282500,6038014.17991319
"803",-277500,6038014.17991319
"804",-272500,6038014.17991319
"805",-267500,6038014.17991319
"806",-262500,6038014.17991319
"807",-257500,6038014.17991319
"808",-252500,6038014.17991319
"809",-247500,6038014.17991319
"810",-242500,6038014.17991319
"811",-237500,6038014.17991319
"812",-232500,6038014.17991319
"813",-227500,6038014.17991319
"814",-222500,6038014.17991319
"815",-217500,6038014.17991319
"816",-212500,6038014.17991319
"817",-207500,6038014.17991319
"818",-202500,6038014.17991319
"819",-197500,6038014.17991319
"820",-192500,6038014.17991319
"821",-187500,6038014.17991319
"822",-182500,6038014.17991319
"823",-177500,6038014.17991319
"824",-172500,6038014.17991319
"825",-167500,6038014.17991319
"826",-162500,6038014.17991319
"827",-157500,6038014.17991319
"828",-152500,6038014.17991319
"829",-147500,6038014.17991319
"830",-142500,6038014.17991319
"831",-137500,6038014.17991319
"832",-132500,6038014.17991319
"833",-127500,6038014.17991319
"834",-122500,6038014.17991319
"835",-117500,6038014.17991319
"836",-112500,6038014.17991319
"837",-107500,6038014.17991319
"838",-102500,6038014.17991319
"839",-97499.9999999998,6038014.17991319
"840",-92499.9999999998,6038014.17991319
"841",-87499.9999999998,6038014.17991319
"842",-82499.9999999998,6038014.17991319
"843",-77499.9999999998,6038014.17991319
"844",-72499.9999999998,6038014.17991319
"845",-67499.9999999998,6038014.17991319
"846",-62499.9999999998,6038014.17991319
"847",-57499.9999999998,6038014.17991319
"848",-52499.9999999998,6038014.17991319
"849",-47499.9999999998,6038014.17991319
"850",-42499.9999999998,6038014.17991319
"851",-37499.9999999998,6038014.17991319
"852",-32499.9999999998,6038014.17991319
"853",-27499.9999999998,6038014.17991319
"854",-22499.9999999998,6038014.17991319
"855",-17499.9999999998,6038014.17991319
"856",-12499.9999999998,6038014.17991319
"857",-7499.99999999977,6038014.17991319
"858",-2499.99999999977,6038014.17991319
"859",2500.00000000023,6038014.17991319
"860",7500.00000000023,6038014.17991319
"861",12500.0000000002,6038014.17991319
"862",17500.0000000002,6038014.17991319
"863",22500.0000000002,6038014.17991319
"864",27500.0000000002,6038014.17991319
"865",32500.0000000002,6038014.17991319
"866",37500.0000000002,6038014.17991319
"867",42500.0000000002,6038014.17991319
"868",47500.0000000002,6038014.17991319
