PROJ.4.PROJECTION: "+proj=lcc +lat_2=50.569898649999999 +lat_1=50.569898649999999 +lon_0=4.553615160000000 +units=m +no_defs +a=6371229.0 +es=0.0"

PIXEL_ID LAMBERT_X LAMBERT_Y LAT LON
689 17500 6348014.18 50.682 4.802
690 22500 6348014.18 50.682 4.873
691 27500 6348014.18 50.682 4.944
692 32500 6348014.18 50.681 5.015
693 37500 6348014.18 50.681 5.086
694 42500 6348014.18 50.681 5.157
695 47500 6348014.18 50.68 5.228
696 52500 6348014.18 50.68 5.299
697 57500 6348014.18 50.679 5.37
698 62500 6348014.18 50.679 5.441
699 67500 6348014.18 50.678 5.512
700 72500 6348014.18 50.678 5.583
701 77500 6348014.18 50.677 5.653
702 82500 6348014.18 50.676 5.724
703 87500 6348014.18 50.676 5.795
704 92500 6348014.18 50.675 5.866
705 97500 6348014.18 50.674 5.937
706 102500 6348014.18 50.673 6.008
707 107500 6348014.18 50.672 6.079
708 112500 6348014.18 50.671 6.15
709 -122500 6353014.18 50.714 2.814
710 -117500 6353014.18 50.715 2.885
711 -112500 6353014.18 50.716 2.956
712 -97500 6353014.18 50.719 3.169
713 -92500 6353014.18 50.72 3.24
714 -87500 6353014.18 50.721 3.311
715 -82500 6353014.18 50.721 3.382
716 -77500 6353014.18 50.722 3.453
717 -72500 6353014.18 50.723 3.524
718 -67500 6353014.18 50.723 3.595
719 -62500 6353014.18 50.724 3.666
720 -57500 6353014.18 50.724 3.737
721 -52500 6353014.18 50.725 3.808
722 -47500 6353014.18 50.725 3.879
723 -42500 6353014.18 50.726 3.95
724 -37500 6353014.18 50.726 4.021
725 -32500 6353014.18 50.726 4.092
726 -27500 6353014.18 50.727 4.163
727 -22500 6353014.18 50.727 4.234
728 -17500 6353014.18 50.727 4.305
729 -12500 6353014.18 50.727 4.376
730 -7500 6353014.18 50.727 4.447
731 -2500 6353014.18 50.727 4.518
732 2500 6353014.18 50.727 4.589
733 7500 6353014.18 50.727 4.66
734 12500 6353014.18 50.727 4.731
735 17500 6353014.18 50.727 4.802
736 22500 6353014.18 50.727 4.873
737 27500 6353014.18 50.727 4.944
738 32500 6353014.18 50.726 5.015
739 37500 6353014.18 50.726 5.086
740 42500 6353014.18 50.726 5.157
741 47500 6353014.18 50.725 5.228
742 52500 6353014.18 50.725 5.299
743 57500 6353014.18 50.724 5.37
744 62500 6353014.18 50.724 5.441
745 67500 6353014.18 50.723 5.512
746 72500 6353014.18 50.723 5.584
747 77500 6353014.18 50.722 5.655
748 82500 6353014.18 50.721 5.726
749 87500 6353014.18 50.721 5.797
750 92500 6353014.18 50.72 5.868
751 97500 6353014.18 50.719 5.939
752 102500 6353014.18 50.718 6.01
753 107500 6353014.18 50.717 6.081
754 112500 6353014.18 50.716 6.152
755 -127500 6358014.18 50.758 2.741
756 -122500 6358014.18 50.759 2.812
757 -117500 6358014.18 50.76 2.883
758 -112500 6358014.18 50.761 2.954
759 -107500 6358014.18 50.762 3.025
760 -102500 6358014.18 50.763 3.096
761 -97500 6358014.18 50.764 3.167
762 -92500 6358014.18 50.765 3.238
763 -87500 6358014.18 50.766 3.309
764 -82500 6358014.18 50.766 3.381
765 -77500 6358014.18 50.767 3.452
766 -72500 6358014.18 50.768 3.523
767 -67500 6358014.18 50.768 3.594
768 -62500 6358014.18 50.769 3.665
769 -57500 6358014.18 50.769 3.736
770 -52500 6358014.18 50.77 3.807
771 -47500 6358014.18 50.77 3.878
772 -42500 6358014.18 50.771 3.949
773 -37500 6358014.18 50.771 4.02
774 -32500 6358014.18 50.771 4.091
775 -27500 6358014.18 50.772 4.163
776 -22500 6358014.18 50.772 4.234
777 -17500 6358014.18 50.772 4.305
778 -12500 6358014.18 50.772 4.376
779 -7500 6358014.18 50.772 4.447
780 -2500 6358014.18 50.772 4.518
781 2500 6358014.18 50.772 4.589
782 7500 6358014.18 50.772 4.66
783 12500 6358014.18 50.772 4.731
784 17500 6358014.18 50.772 4.802
785 22500 6358014.18 50.772 4.874
786 27500 6358014.18 50.772 4.945
787 32500 6358014.18 50.771 5.016
788 37500 6358014.18 50.771 5.087
789 42500 6358014.18 50.771 5.158
790 47500 6358014.18 50.77 5.229
791 52500 6358014.18 50.77 5.3
792 57500 6358014.18 50.769 5.371
793 62500 6358014.18 50.769 5.442
794 67500 6358014.18 50.768 5.513
795 72500 6358014.18 50.768 5.585
796 77500 6358014.18 50.767 5.656
797 82500 6358014.18 50.766 5.727
798 87500 6358014.18 50.766 5.798
799 92500 6358014.18 50.765 5.869
800 97500 6358014.18 50.764 5.94
801 102500 6358014.18 50.763 6.011
802 -137500 6363014.18 50.801 2.597
803 -132500 6363014.18 50.802 2.668
804 -127500 6363014.18 50.803 2.739
805 -122500 6363014.18 50.804 2.81
806 -117500 6363014.18 50.805 2.881
807 -112500 6363014.18 50.806 2.953
808 -107500 6363014.18 50.807 3.024
809 -102500 6363014.18 50.808 3.095
810 -97500 6363014.18 50.809 3.166
811 -92500 6363014.18 50.81 3.237
812 -87500 6363014.18 50.811 3.308
813 -82500 6363014.18 50.811 3.379
814 -77500 6363014.18 50.812 3.451
815 -72500 6363014.18 50.813 3.522
816 -67500 6363014.18 50.813 3.593
817 -62500 6363014.18 50.814 3.664
818 -57500 6363014.18 50.814 3.735
819 -52500 6363014.18 50.815 3.806
820 -47500 6363014.18 50.815 3.878
821 -42500 6363014.18 50.816 3.949
822 -37500 6363014.18 50.816 4.02
823 -32500 6363014.18 50.816 4.091
824 -27500 6363014.18 50.817 4.162
825 -22500 6363014.18 50.817 4.233
826 -17500 6363014.18 50.817 4.305
827 -12500 6363014.18 50.817 4.376
828 -7500 6363014.18 50.817 4.447
829 -2500 6363014.18 50.817 4.518
830 2500 6363014.18 50.817 4.589
831 7500 6363014.18 50.817 4.66
832 12500 6363014.18 50.817 4.732
833 17500 6363014.18 50.817 4.803
834 22500 6363014.18 50.817 4.874
835 27500 6363014.18 50.817 4.945
836 32500 6363014.18 50.816 5.016
837 37500 6363014.18 50.816 5.087
838 42500 6363014.18 50.816 5.159
839 47500 6363014.18 50.815 5.23
840 52500 6363014.18 50.815 5.301
841 57500 6363014.18 50.814 5.372
842 62500 6363014.18 50.814 5.443
843 67500 6363014.18 50.813 5.514
844 72500 6363014.18 50.813 5.585
845 77500 6363014.18 50.812 5.657
846 82500 6363014.18 50.811 5.728
847 -137500 6368014.18 50.846 2.595
848 -132500 6368014.18 50.847 2.666
849 -127500 6368014.18 50.848 2.737
850 -122500 6368014.18 50.849 2.809
851 -117500 6368014.18 50.85 2.88
852 -112500 6368014.18 50.851 2.951
853 -107500 6368014.18 50.852 3.022
854 -102500 6368014.18 50.853 3.093
855 -97500 6368014.18 50.854 3.165
856 -92500 6368014.18 50.855 3.236
857 -87500 6368014.18 50.856 3.307
858 -82500 6368014.18 50.856 3.378
859 -77500 6368014.18 50.857 3.45
860 -72500 6368014.18 50.858 3.521
861 -67500 6368014.18 50.858 3.592
862 -62500 6368014.18 50.859 3.663
863 -57500 6368014.18 50.859 3.734
864 -52500 6368014.18 50.86 3.806
865 -47500 6368014.18 50.86 3.877
866 -42500 6368014.18 50.861 3.948
867 -37500 6368014.18 50.861 4.019
868 -32500 6368014.18 50.861 4.091
869 -27500 6368014.18 50.862 4.162
870 -22500 6368014.18 50.862 4.233
871 -17500 6368014.18 50.862 4.304
872 -12500 6368014.18 50.862 4.376
873 -7500 6368014.18 50.862 4.447
874 -2500 6368014.18 50.862 4.518
875 2500 6368014.18 50.862 4.589
876 7500 6368014.18 50.862 4.66
877 12500 6368014.18 50.862 4.732
878 17500 6368014.18 50.862 4.803
879 22500 6368014.18 50.862 4.874
880 27500 6368014.18 50.862 4.945
881 32500 6368014.18 50.861 5.017
882 37500 6368014.18 50.861 5.088
883 42500 6368014.18 50.861 5.159
884 47500 6368014.18 50.86 5.23
885 52500 6368014.18 50.86 5.302
886 57500 6368014.18 50.859 5.373
887 62500 6368014.18 50.859 5.444
888 67500 6368014.18 50.858 5.515
889 72500 6368014.18 50.858 5.586
890 77500 6368014.18 50.857 5.658
891 -137500 6373014.18 50.891 2.593
892 -132500 6373014.18 50.892 2.664
893 -127500 6373014.18 50.893 2.736
894 -122500 6373014.18 50.894 2.807
895 -117500 6373014.18 50.895 2.878
896 -112500 6373014.18 50.896 2.949
897 -107500 6373014.18 50.897 3.021
898 -102500 6373014.18 50.898 3.092
899 -97500 6373014.18 50.899 3.163
900 -92500 6373014.18 50.9 3.235
901 -87500 6373014.18 50.901 3.306
902 -82500 6373014.18 50.901 3.377
903 -77500 6373014.18 50.902 3.448
904 -72500 6373014.18 50.903 3.52
905 -67500 6373014.18 50.903 3.591
906 -62500 6373014.18 50.904 3.662
907 -57500 6373014.18 50.904 3.734
908 -52500 6373014.18 50.905 3.805
909 -47500 6373014.18 50.905 3.876
910 -42500 6373014.18 50.906 3.948
911 -37500 6373014.18 50.906 4.019
912 -32500 6373014.18 50.906 4.09
913 -27500 6373014.18 50.906 4.161
914 -22500 6373014.18 50.907 4.233
915 -17500 6373014.18 50.907 4.304
916 -12500 6373014.18 50.907 4.375
917 -7500 6373014.18 50.907 4.447
918 -2500 6373014.18 50.907 4.518
919 2500 6373014.18 50.907 4.589
920 7500 6373014.18 50.907 4.661
921 12500 6373014.18 50.907 4.732
922 17500 6373014.18 50.907 4.803
923 22500 6373014.18 50.907 4.874
924 27500 6373014.18 50.906 4.946
925 32500 6373014.18 50.906 5.017
926 37500 6373014.18 50.906 5.088
927 42500 6373014.18 50.906 5.16
928 47500 6373014.18 50.905 5.231
929 52500 6373014.18 50.905 5.302
930 57500 6373014.18 50.904 5.374
931 62500 6373014.18 50.904 5.445
932 67500 6373014.18 50.903 5.516
933 72500 6373014.18 50.903 5.587
934 77500 6373014.18 50.902 5.659
935 82500 6373014.18 50.901 5.73
936 -137500 6378014.18 50.936 2.591
937 -132500 6378014.18 50.937 2.663
938 -127500 6378014.18 50.938 2.734
939 -122500 6378014.18 50.939 2.805
940 -117500 6378014.18 50.94 2.877
941 -112500 6378014.18 50.941 2.948
942 -107500 6378014.18 50.942 3.019
943 -102500 6378014.18 50.943 3.091
944 -97500 6378014.18 50.944 3.162
945 -92500 6378014.18 50.945 3.233
946 -87500 6378014.18 50.945 3.305
947 -82500 6378014.18 50.946 3.376
948 -77500 6378014.18 50.947 3.447
949 -72500 6378014.18 50.948 3.519
950 -67500 6378014.18 50.948 3.59
951 -62500 6378014.18 50.949 3.661
952 -57500 6378014.18 50.949 3.733
953 -52500 6378014.18 50.95 3.804
954 -47500 6378014.18 50.95 3.876
955 -42500 6378014.18 50.951 3.947
956 -37500 6378014.18 50.951 4.018
957 -32500 6378014.18 50.951 4.09
958 -27500 6378014.18 50.951 4.161
959 -22500 6378014.18 50.952 4.232
960 -17500 6378014.18 50.952 4.304
961 -12500 6378014.18 50.952 4.375
962 -7500 6378014.18 50.952 4.447
963 -2500 6378014.18 50.952 4.518
964 2500 6378014.18 50.952 4.589
965 7500 6378014.18 50.952 4.661
966 12500 6378014.18 50.952 4.732
967 17500 6378014.18 50.952 4.803
968 22500 6378014.18 50.952 4.875
969 27500 6378014.18 50.951 4.946
970 32500 6378014.18 50.951 5.018
971 37500 6378014.18 50.951 5.089
972 42500 6378014.18 50.951 5.16
973 47500 6378014.18 50.95 5.232
974 52500 6378014.18 50.95 5.303
975 57500 6378014.18 50.949 5.374
976 62500 6378014.18 50.949 5.446
977 67500 6378014.18 50.948 5.517
978 72500 6378014.18 50.948 5.588
979 77500 6378014.18 50.947 5.66
980 82500 6378014.18 50.946 5.731
981 -137500 6383014.18 50.981 2.589
982 -132500 6383014.18 50.982 2.661
983 -127500 6383014.18 50.983 2.732
984 -122500 6383014.18 50.984 2.804
985 -117500 6383014.18 50.985 2.875
986 -112500 6383014.18 50.986 2.946
987 -107500 6383014.18 50.987 3.018
988 -102500 6383014.18 50.988 3.089
989 -97500 6383014.18 50.989 3.161
990 -92500 6383014.18 50.99 3.232
991 -87500 6383014.18 50.99 3.303
992 -82500 6383014.18 50.991 3.375
993 -77500 6383014.18 50.992 3.446
994 -72500 6383014.18 50.993 3.518
995 -67500 6383014.18 50.993 3.589
996 -62500 6383014.18 50.994 3.661
997 -57500 6383014.18 50.994 3.732
998 -52500 6383014.18 50.995 3.803
999 -47500 6383014.18 50.995 3.875
1000 -42500 6383014.18 50.995 3.946
1001 -37500 6383014.18 50.996 4.018
1002 -32500 6383014.18 50.996 4.089
1003 -27500 6383014.18 50.996 4.161
1004 -22500 6383014.18 50.997 4.232
1005 -17500 6383014.18 50.997 4.304
1006 -12500 6383014.18 50.997 4.375
1007 -7500 6383014.18 50.997 4.446
1008 -2500 6383014.18 50.997 4.518
1009 2500 6383014.18 50.997 4.589
1010 7500 6383014.18 50.997 4.661
1011 12500 6383014.18 50.997 4.732
1012 17500 6383014.18 50.997 4.804
1013 22500 6383014.18 50.997 4.875
1014 27500 6383014.18 50.996 4.947
1015 32500 6383014.18 50.996 5.018
1016 37500 6383014.18 50.996 5.089
1017 42500 6383014.18 50.995 5.161
1018 47500 6383014.18 50.995 5.232
1019 52500 6383014.18 50.995 5.304
1020 57500 6383014.18 50.994 5.375
1021 62500 6383014.18 50.994 5.447
1022 67500 6383014.18 50.993 5.518
1023 72500 6383014.18 50.993 5.589
1024 77500 6383014.18 50.992 5.661
1025 82500 6383014.18 50.991 5.732
1026 -137500 6388014.18 51.026 2.588
1027 -132500 6388014.18 51.027 2.659
1028 -127500 6388014.18 51.028 2.73
1029 -122500 6388014.18 51.029 2.802
1030 -117500 6388014.18 51.03 2.873
1031 -112500 6388014.18 51.031 2.945
1032 -107500 6388014.18 51.032 3.016
1033 -102500 6388014.18 51.033 3.088
1034 -97500 6388014.18 51.034 3.159
1035 -92500 6388014.18 51.035 3.231
1036 -87500 6388014.18 51.035 3.302
1037 -82500 6388014.18 51.036 3.374
1038 -77500 6388014.18 51.037 3.445
1039 -72500 6388014.18 51.037 3.517
1040 -67500 6388014.18 51.038 3.588
1041 -62500 6388014.18 51.039 3.66
1042 -57500 6388014.18 51.039 3.731
1043 -52500 6388014.18 51.04 3.803
1044 -47500 6388014.18 51.04 3.874
1045 -42500 6388014.18 51.04 3.946
1046 -37500 6388014.18 51.041 4.017
1047 -32500 6388014.18 51.041 4.089
1048 -27500 6388014.18 51.041 4.16
1049 -22500 6388014.18 51.042 4.232
1050 -17500 6388014.18 51.042 4.303
1051 -12500 6388014.18 51.042 4.375
1052 -7500 6388014.18 51.042 4.446
1053 -2500 6388014.18 51.042 4.518
1054 2500 6388014.18 51.042 4.589
1055 7500 6388014.18 51.042 4.661
1056 12500 6388014.18 51.042 4.732
1057 17500 6388014.18 51.042 4.804
1058 22500 6388014.18 51.042 4.875
1059 27500 6388014.18 51.041 4.947
1060 32500 6388014.18 51.041 5.018
1061 37500 6388014.18 51.041 5.09
1062 42500 6388014.18 51.04 5.161
1063 47500 6388014.18 51.04 5.233
1064 52500 6388014.18 51.04 5.304
1065 57500 6388014.18 51.039 5.376
1066 62500 6388014.18 51.039 5.447
1067 67500 6388014.18 51.038 5.519
1068 72500 6388014.18 51.037 5.59
1069 77500 6388014.18 51.037 5.662
1070 82500 6388014.18 51.036 5.733
1071 87500 6388014.18 51.035 5.805
1072 -142500 6393014.18 51.069 2.514
1073 -137500 6393014.18 51.071 2.586
1074 -132500 6393014.18 51.072 2.657
1075 -127500 6393014.18 51.073 2.729
1076 -122500 6393014.18 51.074 2.8
1077 -117500 6393014.18 51.075 2.872
1078 -112500 6393014.18 51.076 2.943
1079 -107500 6393014.18 51.077 3.015
1080 -102500 6393014.18 51.078 3.086
1081 -97500 6393014.18 51.079 3.158
1082 -92500 6393014.18 51.08 3.23
1083 -87500 6393014.18 51.08 3.301
1084 -82500 6393014.18 51.081 3.373
1085 -77500 6393014.18 51.082 3.444
1086 -72500 6393014.18 51.082 3.516
1087 -67500 6393014.18 51.083 3.587
1088 -62500 6393014.18 51.084 3.659
1089 -57500 6393014.18 51.084 3.73
1090 -52500 6393014.18 51.085 3.802
1091 -47500 6393014.18 51.085 3.874
1092 -42500 6393014.18 51.085 3.945
1093 -37500 6393014.18 51.086 4.017
1094 -32500 6393014.18 51.086 4.088
1095 -27500 6393014.18 51.086 4.16
1096 -22500 6393014.18 51.087 4.232
1097 -17500 6393014.18 51.087 4.303
1098 -12500 6393014.18 51.087 4.375
1099 -7500 6393014.18 51.087 4.446
1100 -2500 6393014.18 51.087 4.518
1101 2500 6393014.18 51.087 4.589
1102 7500 6393014.18 51.087 4.661
1103 12500 6393014.18 51.087 4.733
1104 17500 6393014.18 51.087 4.804
1105 22500 6393014.18 51.087 4.876
1106 27500 6393014.18 51.086 4.947
1107 32500 6393014.18 51.086 5.019
1108 37500 6393014.18 51.086 5.09
1109 42500 6393014.18 51.085 5.162
1110 47500 6393014.18 51.085 5.234
1111 52500 6393014.18 51.085 5.305
1112 57500 6393014.18 51.084 5.377
1113 62500 6393014.18 51.084 5.448
1114 67500 6393014.18 51.083 5.52
1115 72500 6393014.18 51.082 5.591
1116 77500 6393014.18 51.082 5.663
1117 82500 6393014.18 51.081 5.735
1118 87500 6393014.18 51.08 5.806
1119 -137500 6398014.18 51.116 2.584
1120 -132500 6398014.18 51.117 2.655
1121 -127500 6398014.18 51.118 2.727
1122 -122500 6398014.18 51.119 2.799
1123 -117500 6398014.18 51.12 2.87
1124 -112500 6398014.18 51.121 2.942
1125 -107500 6398014.18 51.122 3.013
1126 -102500 6398014.18 51.123 3.085
1127 -97500 6398014.18 51.124 3.157
1128 -92500 6398014.18 51.125 3.228
1129 -87500 6398014.18 51.125 3.3
1130 -82500 6398014.18 51.126 3.371
1131 -77500 6398014.18 51.127 3.443
1132 -72500 6398014.18 51.127 3.515
1133 -67500 6398014.18 51.128 3.586
1134 -62500 6398014.18 51.129 3.658
1135 -57500 6398014.18 51.129 3.73
1136 -52500 6398014.18 51.13 3.801
1137 -47500 6398014.18 51.13 3.873
1138 -42500 6398014.18 51.13 3.945
1139 -37500 6398014.18 51.131 4.016
1140 -32500 6398014.18 51.131 4.088
1141 -27500 6398014.18 51.131 4.16
1142 -22500 6398014.18 51.132 4.231
1143 -17500 6398014.18 51.132 4.303
1144 -12500 6398014.18 51.132 4.374
1145 -7500 6398014.18 51.132 4.446
1146 -2500 6398014.18 51.132 4.518
1147 2500 6398014.18 51.132 4.589
1148 7500 6398014.18 51.132 4.661
1149 12500 6398014.18 51.132 4.733
1150 17500 6398014.18 51.132 4.804
1151 22500 6398014.18 51.132 4.876
1152 27500 6398014.18 51.131 4.948
1153 32500 6398014.18 51.131 5.019
1154 37500 6398014.18 51.131 5.091
1155 42500 6398014.18 51.13 5.163
1156 47500 6398014.18 51.13 5.234
1157 52500 6398014.18 51.13 5.306
1158 57500 6398014.18 51.129 5.378
1159 62500 6398014.18 51.129 5.449
1160 67500 6398014.18 51.128 5.521
1161 72500 6398014.18 51.127 5.592
1162 77500 6398014.18 51.127 5.664
1163 82500 6398014.18 51.126 5.736
1164 87500 6398014.18 51.125 5.807
1165 92500 6398014.18 51.125 5.879
1166 -132500 6403014.18 51.162 2.653
1167 -127500 6403014.18 51.163 2.725
1168 -122500 6403014.18 51.164 2.797
1169 -117500 6403014.18 51.165 2.869
1170 -112500 6403014.18 51.166 2.94
1171 -107500 6403014.18 51.167 3.012
1172 -102500 6403014.18 51.168 3.084
1173 -97500 6403014.18 51.169 3.155
1174 -92500 6403014.18 51.169 3.227
1175 -87500 6403014.18 51.17 3.299
1176 -82500 6403014.18 51.171 3.37
1177 -77500 6403014.18 51.172 3.442
1178 -72500 6403014.18 51.172 3.514
1179 -67500 6403014.18 51.173 3.585
1180 -62500 6403014.18 51.174 3.657
1181 -57500 6403014.18 51.174 3.729
1182 -52500 6403014.18 51.175 3.801
1183 -47500 6403014.18 51.175 3.872
1184 -42500 6403014.18 51.175 3.944
1185 -37500 6403014.18 51.176 4.016
1186 -32500 6403014.18 51.176 4.087
1187 -27500 6403014.18 51.176 4.159
1188 -22500 6403014.18 51.176 4.231
1189 -17500 6403014.18 51.177 4.303
1190 -12500 6403014.18 51.177 4.374
1191 -7500 6403014.18 51.177 4.446
1192 -2500 6403014.18 51.177 4.518
1193 2500 6403014.18 51.177 4.589
1194 7500 6403014.18 51.177 4.661
1195 12500 6403014.18 51.177 4.733
1196 17500 6403014.18 51.177 4.805
1197 22500 6403014.18 51.176 4.876
1198 27500 6403014.18 51.176 4.948
1199 32500 6403014.18 51.176 5.02
1200 37500 6403014.18 51.176 5.091
1201 42500 6403014.18 51.175 5.163
1202 47500 6403014.18 51.175 5.235
1203 52500 6403014.18 51.175 5.307
1204 57500 6403014.18 51.174 5.378
1205 62500 6403014.18 51.174 5.45
1206 67500 6403014.18 51.173 5.522
1207 72500 6403014.18 51.172 5.593
1208 77500 6403014.18 51.172 5.665
1209 82500 6403014.18 51.171 5.737
1210 87500 6403014.18 51.17 5.809
1211 92500 6403014.18 51.169 5.88
1212 -122500 6408014.18 51.209 2.795
1213 -117500 6408014.18 51.21 2.867
1214 -112500 6408014.18 51.211 2.939
1215 -107500 6408014.18 51.212 3.01
1216 -102500 6408014.18 51.213 3.082
1217 -97500 6408014.18 51.214 3.154
1218 -92500 6408014.18 51.214 3.226
1219 -87500 6408014.18 51.215 3.297
1220 -82500 6408014.18 51.216 3.369
1221 -77500 6408014.18 51.217 3.441
1222 -72500 6408014.18 51.217 3.513
1223 -67500 6408014.18 51.218 3.585
1224 -62500 6408014.18 51.218 3.656
1225 -57500 6408014.18 51.219 3.728
1226 -52500 6408014.18 51.219 3.8
1227 -47500 6408014.18 51.22 3.872
1228 -42500 6408014.18 51.22 3.943
1229 -37500 6408014.18 51.221 4.015
1230 -32500 6408014.18 51.221 4.087
1231 -27500 6408014.18 51.221 4.159
1232 -22500 6408014.18 51.221 4.231
1233 -17500 6408014.18 51.222 4.302
1234 -12500 6408014.18 51.222 4.374
1235 -7500 6408014.18 51.222 4.446
1236 -2500 6408014.18 51.222 4.518
1237 2500 6408014.18 51.222 4.59
1238 7500 6408014.18 51.222 4.661
1239 12500 6408014.18 51.222 4.733
1240 17500 6408014.18 51.222 4.805
1241 22500 6408014.18 51.221 4.877
1242 27500 6408014.18 51.221 4.948
1243 32500 6408014.18 51.221 5.02
1244 37500 6408014.18 51.221 5.092
1245 42500 6408014.18 51.22 5.164
1246 47500 6408014.18 51.22 5.236
1247 52500 6408014.18 51.219 5.307
1248 57500 6408014.18 51.219 5.379
1249 62500 6408014.18 51.218 5.451
1250 67500 6408014.18 51.218 5.523
1251 72500 6408014.18 51.217 5.594
1252 77500 6408014.18 51.217 5.666
1253 -112500 6413014.18 51.256 2.937
1254 -107500 6413014.18 51.257 3.009
1255 -102500 6413014.18 51.258 3.081
1256 -97500 6413014.18 51.259 3.153
1257 -92500 6413014.18 51.259 3.224
1258 -87500 6413014.18 51.26 3.296
1259 -82500 6413014.18 51.261 3.368
1260 -77500 6413014.18 51.262 3.44
1261 -72500 6413014.18 51.262 3.512
1262 -67500 6413014.18 51.263 3.584
1263 -62500 6413014.18 51.263 3.655
1264 -57500 6413014.18 51.264 3.727
1265 -52500 6413014.18 51.264 3.799
1266 -37500 6413014.18 51.266 4.015
1267 -32500 6413014.18 51.266 4.087
1268 -27500 6413014.18 51.266 4.158
1269 -22500 6413014.18 51.266 4.23
1270 -17500 6413014.18 51.267 4.302
1271 -12500 6413014.18 51.267 4.374
1272 -7500 6413014.18 51.267 4.446
1273 -2500 6413014.18 51.267 4.518
1274 2500 6413014.18 51.267 4.59
1275 7500 6413014.18 51.267 4.661
1276 12500 6413014.18 51.267 4.733
1277 17500 6413014.18 51.267 4.805
1278 22500 6413014.18 51.266 4.877
1279 27500 6413014.18 51.266 4.949
1280 32500 6413014.18 51.266 5.021
1281 37500 6413014.18 51.266 5.093
1282 42500 6413014.18 51.265 5.164
1283 47500 6413014.18 51.265 5.236
1284 52500 6413014.18 51.264 5.308
1285 57500 6413014.18 51.264 5.38
1286 62500 6413014.18 51.263 5.452
1287 67500 6413014.18 51.263 5.524
1288 -107500 6418014.18 51.302 3.007
1289 -102500 6418014.18 51.303 3.079
1290 -97500 6418014.18 51.304 3.151
1291 -92500 6418014.18 51.304 3.223
1292 -87500 6418014.18 51.305 3.295
1293 -82500 6418014.18 51.306 3.367
1294 -72500 6418014.18 51.307 3.511
1295 -67500 6418014.18 51.308 3.583
1296 -62500 6418014.18 51.308 3.655
1297 -27500 6418014.18 51.311 4.158
1298 -22500 6418014.18 51.311 4.23
1299 -17500 6418014.18 51.312 4.302
1300 -12500 6418014.18 51.312 4.374
1301 -7500 6418014.18 51.312 4.446
1302 -2500 6418014.18 51.312 4.518
1303 2500 6418014.18 51.312 4.59
1304 7500 6418014.18 51.312 4.662
1305 12500 6418014.18 51.312 4.733
1306 17500 6418014.18 51.312 4.805
1307 22500 6418014.18 51.311 4.877
1308 27500 6418014.18 51.311 4.949
1309 32500 6418014.18 51.311 5.021
1310 37500 6418014.18 51.311 5.093
1311 42500 6418014.18 51.31 5.165
1312 47500 6418014.18 51.31 5.237
1313 62500 6418014.18 51.308 5.453
1314 67500 6418014.18 51.308 5.525
1315 -97500 6423014.18 51.348 3.15
1316 -92500 6423014.18 51.349 3.222
1317 -87500 6423014.18 51.35 3.294
1318 -82500 6423014.18 51.351 3.366
1319 -22500 6423014.18 51.356 4.23
1320 -17500 6423014.18 51.356 4.302
1321 -12500 6423014.18 51.357 4.374
1322 -7500 6423014.18 51.357 4.446
1323 -2500 6423014.18 51.357 4.518
1324 2500 6423014.18 51.357 4.59
1325 7500 6423014.18 51.357 4.662
1326 12500 6423014.18 51.357 4.734
1327 17500 6423014.18 51.356 4.806
1328 22500 6423014.18 51.356 4.878
1329 27500 6423014.18 51.356 4.95
1330 32500 6423014.18 51.356 5.022
1331 37500 6423014.18 51.356 5.094
1332 42500 6423014.18 51.355 5.166
1333 -12500 6428014.18 51.402 4.373
1334 -7500 6428014.18 51.402 4.446
1335 -2500 6428014.18 51.402 4.518
1336 2500 6428014.18 51.402 4.59
1337 7500 6428014.18 51.402 4.662
1338 12500 6428014.18 51.402 4.734
1339 17500 6428014.18 51.401 4.806
1340 22500 6428014.18 51.401 4.878
1341 27500 6428014.18 51.401 4.95
1342 32500 6428014.18 51.401 5.022
1343 37500 6428014.18 51.4 5.094
1344 -12500 6433014.18 51.447 4.373
1345 -7500 6433014.18 51.447 4.445
1346 -2500 6433014.18 51.447 4.518
1347 2500 6433014.18 51.447 4.59
1348 7500 6433014.18 51.447 4.662
1349 12500 6433014.18 51.447 4.734
1350 17500 6433014.18 51.446 4.806
1351 22500 6433014.18 51.446 4.878
1352 27500 6433014.18 51.446 4.95
1353 32500 6433014.18 51.446 5.023
1354 37500 6433014.18 51.445 5.095
1355 -7500 6438014.18 51.492 4.445
1356 -2500 6438014.18 51.492 4.518
1357 12500 6438014.18 51.491 4.734
1358 17500 6438014.18 51.491 4.806
1359 32500 6438014.18 51.491 5.023
1360 37500 6438014.18 51.49 5.095
